symbol,name
Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Category
AMAL,Amalgamated Financial Corp.,Amalgamated Financial Corp. - Common Stock,G,N,N,100.0,N,N,NASDAQ
AMAT,"Applied Materials, Inc.","Applied Materials, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AMBA,"Ambarella, Inc.","Ambarella, Inc. - Ordinary Shares",Q,N,N,100.0,N,N,NASDAQ
AMBR,Amber International Holding Limited,Amber International Holding Limited - American Depositary Shares,G,N,N,100.0,N,N,NASDAQ
AMCX,AMC Networks Inc.,AMC Networks Inc. - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
AMD,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AMDD,Direxion Daily AMD Bear 1X Shares,Direxion Daily AMD Bear 1X Shares,G,N,N,100.0,Y,N,NASDAQ
AMDG,Leverage Shares 2X Long AMD Daily ETF,Leverage Shares 2X Long AMD Daily ETF,G,N,N,100.0,Y,N,NASDAQ
AMDL,GraniteShares 2x Long AMD Daily ETF,GraniteShares 2x Long AMD Daily ETF,G,N,N,100.0,Y,N,NASDAQ
AMED,Amedisys Inc,Amedisys Inc - Common Stock,Q,N,N,100.0,N,N,NASDAQ
AMGN,Amgen Inc.,Amgen Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
AMID,Argent Mid Cap ETF,Argent Mid Cap ETF,G,N,N,100.0,Y,N,NASDAQ
AMIX,"Autonomix Medical, Inc.","Autonomix Medical, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
AMKR,"Amkor Technology, Inc.","Amkor Technology, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AMLX,"Amylyx Pharmaceuticals, Inc.","Amylyx Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AMOD,"Alpha Modus Holdings, Inc.","Alpha Modus Holdings, Inc. - Class A Common Stock",G,N,D,100.0,N,N,NASDAQ
AMODW,"Alpha Modus Holdings, Inc.","Alpha Modus Holdings, Inc. - Warrant",S,N,N,100.0,N,N,NASDAQ
AMPG,"Amplitech Group, Inc.","Amplitech Group, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
AMPGW,"Amplitech Group, Inc.","Amplitech Group, Inc. - Warrants",S,N,N,100.0,N,N,NASDAQ
AMPH,"Amphastar Pharmaceuticals, Inc.","Amphastar Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AMPL,"Amplitude, Inc.","Amplitude, Inc. - Class A Common Stock",S,N,N,100.0,N,N,NASDAQ
AMRK,"A-Mark Precious Metals, Inc.","A-Mark Precious Metals, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AMRN,Amarin Corporation plc,Amarin Corporation plc - American Depositary Shares,S,N,N,100.0,N,N,NASDAQ
AMRX,"Amneal Pharmaceuticals, Inc.","Amneal Pharmaceuticals, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
AMSC,American Superconductor Corporation,American Superconductor Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AMST,Amesite Inc.,Amesite Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
AMTX,"Aemetis, Inc","Aemetis, Inc - Common Stock",G,N,N,100.0,N,N,NASDAQ
AMUU,Direxion Daily AMD Bull 2X Shares,Direxion Daily AMD Bull 2X Shares,G,N,N,100.0,Y,N,NASDAQ
AMWD,American Woodmark Corporation,American Woodmark Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
AMZD,Direxion Daily AMZN Bear 1X Shares,Direxion Daily AMZN Bear 1X Shares,G,N,N,100.0,Y,N,NASDAQ
AMZN,"Amazon.com, Inc.","Amazon.com, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AMZU,Direxion Daily AMZN Bull 2X Shares,Direxion Daily AMZN Bull 2X Shares,G,N,N,100.0,Y,N,NASDAQ
AMZZ,GraniteShares 2x Long AMZN Daily ETF,GraniteShares 2x Long AMZN Daily ETF,G,N,N,100.0,Y,N,NASDAQ
ANAB,"AnaptysBio, Inc.","AnaptysBio, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ANDE,"The Andersons, Inc.","The Andersons, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ANEB,"Anebulo Pharmaceuticals, Inc.","Anebulo Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
ANGH,Anghami Inc.,Anghami Inc. - Ordinary Shares,S,N,D,100.0,N,N,NASDAQ
ANGHW,Anghami Inc.,Anghami Inc. - Warrants,S,N,N,100.0,N,N,NASDAQ
ANGI,Angi Inc.,Angi Inc. - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
ANGL,VanEck Fallen Angel High Yield Bond ETF,VanEck Fallen Angel High Yield Bond ETF,G,N,N,100.0,Y,N,NASDAQ
ANGO,"AngioDynamics, Inc.","AngioDynamics, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ANIK,Anika Therapeutics Inc.,Anika Therapeutics Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
ANIP,"ANI Pharmaceuticals, Inc.","ANI Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
ANIX,"Anixa Biosciences, Inc.","Anixa Biosciences, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
ANL,Adlai Nortye Ltd.,Adlai Nortye Ltd. - American Depositary Shares,G,N,N,100.0,N,N,NASDAQ
ANNA,"AleAnna, Inc.","AleAnna, Inc. - Class A Common Stock",S,N,N,100.0,N,N,NASDAQ
ANNAW,"AleAnna, Inc.","AleAnna, Inc. - Warrant",S,N,N,100.0,N,N,NASDAQ
ANNX,"Annexon, Inc.","Annexon, Inc. - common stock",Q,N,N,100.0,N,N,NASDAQ
ANSC,Agriculture & Natural Solutions Acquisition Corporation,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,G,N,D,100.0,N,N,NASDAQ
ANSCU,Agriculture & Natural Solutions Acquisition Corporation,Agriculture & Natural Solutions Acquisition Corporation - Unit,G,N,D,100.0,N,N,NASDAQ
ANSCW,Agriculture & Natural Solutions Acquisition Corporation,Agriculture & Natural Solutions Acquisition Corporation - Warrant,G,N,D,100.0,N,N,NASDAQ
ANSS,"ANSYS, Inc.","ANSYS, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ANTA,Antalpha Platform Holding Company,Antalpha Platform Holding Company - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
ANTE,AirNet Technology Inc.,AirNet Technology Inc. - Ordinary Share,S,N,D,100.0,N,N,NASDAQ
ANTX,"AN2 Therapeutics, Inc.","AN2 Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ANY,Sphere 3D Corp.,Sphere 3D Corp. - Common Shares,S,N,D,100.0,N,N,NASDAQ
AOHY,Angel Oak High Yield Opportunities ETF,Angel Oak High Yield Opportunities ETF,G,N,N,100.0,Y,N,NASDAQ
AOSL,Alpha and Omega Semiconductor Limited,Alpha and Omega Semiconductor Limited - Common Shares,Q,N,N,100.0,N,N,NASDAQ
AOTG,AOT Growth and Innovation ETF,AOT Growth and Innovation ETF,G,N,N,100.0,Y,N,NASDAQ
AOUT,"American Outdoor Brands, Inc.","American Outdoor Brands, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
APA,APA Corporation,APA Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
APDN,"Applied DNA Sciences, Inc.","Applied DNA Sciences, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
APED,STKd 100% MSTR & 100% COIN ETF,STKd 100% MSTR & 100% COIN ETF,G,N,N,100.0,Y,N,NASDAQ
APEI,"American Public Education, Inc.","American Public Education, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
APGE,"Apogee Therapeutics, Inc.","Apogee Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
API,"Agora, Inc.","Agora, Inc. - ADS",Q,N,N,100.0,N,N,NASDAQ
APLD,Applied Digital Corporation,Applied Digital Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
APLM,Apollomics Inc.,Apollomics Inc. - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
APLMW,Apollomics Inc.,Apollomics Inc. - Warrant,S,N,N,100.0,N,N,NASDAQ
APLS,"Apellis Pharmaceuticals, Inc.","Apellis Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
APLT,"Applied Therapeutics, Inc.","Applied Therapeutics, Inc. - Common Stock",G,N,D,100.0,N,N,NASDAQ
APM,Aptorum Group Limited,Aptorum Group Limited - Class A Ordinary Shares,S,N,D,100.0,N,N,NASDAQ
APOG,"Apogee Enterprises, Inc.","Apogee Enterprises, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
APP,Applovin Corporation,Applovin Corporation - Class A Common Stock,Q,N,N,100.0,N,N,NASDAQ
APPF,"AppFolio, Inc.","AppFolio, Inc. - Class A Common Stock",G,N,N,100.0,N,N,NASDAQ
APPN,Appian Corporation,Appian Corporation - Class A Common Stock,G,N,N,100.0,N,N,NASDAQ
APPS,"Digital Turbine, Inc.","Digital Turbine, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
APPX,Tradr 2X Long APP Daily ETF,Tradr 2X Long APP Daily ETF,G,N,N,100.0,Y,N,NASDAQ
APRE,"Aprea Therapeutics, Inc.","Aprea Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
APVO,Aptevo Therapeutics Inc.,Aptevo Therapeutics Inc. - Common Stock,S,N,D,100.0,N,N,NASDAQ
APWC,Asia Pacific Wire & Cable Corporation Limited ,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",S,N,N,100.0,N,N,NASDAQ
APYX,Apyx Medical Corporation,Apyx Medical Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
AQB,"AquaBounty Technologies, Inc.","AquaBounty Technologies, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
AQMS,"Aqua Metals, Inc.","Aqua Metals, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
AQST,"Aquestive Therapeutics, Inc.","Aquestive Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
AQWA,Global X Clean Water ETF,Global X Clean Water ETF,G,N,N,100.0,Y,N,NASDAQ
ARAI,Arrive AI Inc.,Arrive AI Inc. - Common Stock,G,N,N,100.0,N,N,NASDAQ
ARAY,Accuray Incorporated,Accuray Incorporated - Common Stock,Q,N,N,100.0,N,N,NASDAQ
ARBB,ARB IOT Group Limited,ARB IOT Group Limited - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
ARBE,Arbe Robotics Ltd.,Arbe Robotics Ltd. - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
ARBEW,Arbe Robotics Ltd.,Arbe Robotics Ltd. - Warrant,S,N,N,100.0,N,N,NASDAQ
ARBK,Argo Blockchain plc,Argo Blockchain plc - American Depositary Shares,Q,N,D,100.0,N,N,NASDAQ
ARBKL,Argo Blockchain plc,Argo Blockchain plc - 8.75% Senior Notes due 2026,G,N,N,100.0,N,N,NASDAQ
ARCB,ArcBest Corporation,ArcBest Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
ARCC,Ares Capital Corporation,Ares Capital Corporation - Closed End Fund,Q,N,N,100.0,N,N,NASDAQ
ARCT,Arcturus Therapeutics Holdings Inc.,Arcturus Therapeutics Holdings Inc. - Common Stock,G,N,N,100.0,N,N,NASDAQ
ARDX,"Ardelyx, Inc.","Ardelyx, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
AREB,"American Rebel Holdings, Inc.","American Rebel Holdings, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
AREBW,"American Rebel Holdings, Inc.","American Rebel Holdings, Inc. - warrants",S,N,D,100.0,N,N,NASDAQ
AREC,American Resources Corporation,American Resources Corporation - Class A Common Stock,S,N,D,100.0,N,N,NASDAQ
ARGX,argenx SE,argenx SE - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
ARHS,"Arhaus, Inc.","Arhaus, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
ARKO,ARKO Corp.,ARKO Corp. - Common Stock,S,N,N,100.0,N,N,NASDAQ
ARKOW,ARKO Corp.,ARKO Corp. - Warrant,S,N,N,100.0,N,N,NASDAQ
ARKR,Ark Restaurants Corp.,Ark Restaurants Corp. - Common Stock,G,N,N,100.0,N,N,NASDAQ
ARLP,"Alliance Resource Partners, L.P.","Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100.0,N,N,NASDAQ
ARM,Arm Holdings plc,Arm Holdings plc - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
ARMG,Leverage Shares 2X Long ARM Daily ETF,Leverage Shares 2X Long ARM Daily ETF,G,N,N,100.0,Y,N,NASDAQ
AROW,Arrow Financial Corporation,Arrow Financial Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
ARQ,"Arq, Inc.","Arq, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
ARQQ,Arqit Quantum Inc.,Arqit Quantum Inc. - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
ARQQW,Arqit Quantum Inc.,Arqit Quantum Inc. - Warrants,S,N,N,100.0,N,N,NASDAQ
ARQT,"Arcutis Biotherapeutics, Inc.","Arcutis Biotherapeutics, Inc. - Common stock",Q,N,N,100.0,N,N,NASDAQ
ARRY,"Array Technologies, Inc.","Array Technologies, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
ARTL,"Artelo Biosciences, Inc.","Artelo Biosciences, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
ARTNA,Artesian Resources Corporation,Artesian Resources Corporation - Class A Non-Voting Common Stock,Q,N,D,100.0,N,N,NASDAQ
ARTV,"Artiva Biotherapeutics, Inc.","Artiva Biotherapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
ARTW,"Art's-Way Manufacturing Co., Inc.","Art's-Way Manufacturing Co., Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
ARVN,"Arvinas, Inc.","Arvinas, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ARVR,First Trust Indxx Metaverse ETF,First Trust Indxx Metaverse ETF,G,N,N,100.0,Y,N,NASDAQ
ARWR,"Arrowhead Pharmaceuticals, Inc.","Arrowhead Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ASBP,"Aspire Biopharma Holdings, Inc. ","Aspire Biopharma Holdings, Inc.  - Common Stock",G,N,D,100.0,N,N,NASDAQ
ASBPW,"Aspire Biopharma Holdings, Inc. ","Aspire Biopharma Holdings, Inc.  - Warrant",S,N,N,100.0,N,N,NASDAQ
ASET,FlexShares Real Assets Allocation Index Fund,FlexShares Real Assets Allocation Index Fund,G,N,N,100.0,Y,N,NASDAQ
ASLE,AerSale Corporation,AerSale Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
ASMB,"Assembly Biosciences, Inc.","Assembly Biosciences, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ASMG,Leverage Shares 2X Long ASML Daily ETF,Leverage Shares 2X Long ASML Daily ETF,G,N,N,100.0,Y,N,NASDAQ
ASML,ASML Holding N.V.,ASML Holding N.V. - New York Registry Shares,Q,N,N,100.0,N,N,NASDAQ
ASND,Ascendis Pharma A/S,Ascendis Pharma A/S - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
ASNS,"Actelis Networks, Inc.","Actelis Networks, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
ASO,"Academy Sports and Outdoors, Inc.","Academy Sports and Outdoors, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ASPC,A SPAC III Acquisition Corp.,A SPAC III Acquisition Corp. - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
ASPCR,A SPAC III Acquisition Corp.,A SPAC III Acquisition Corp. - Right,S,N,N,100.0,N,N,NASDAQ
ASPCU,A SPAC III Acquisition Corp.,A SPAC III Acquisition Corp. - Unit,S,N,N,100.0,N,N,NASDAQ
ASPI,ASP Isotopes Inc.,ASP Isotopes Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
ASPS,Altisource Portfolio Solutions S.A.,Altisource Portfolio Solutions S.A. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
ASPSW,Altisource Portfolio Solutions S.A.,Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants,Q,N,N,100.0,N,N,NASDAQ
ASPSZ,Altisource Portfolio Solutions S.A.,Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants,Q,N,N,100.0,N,N,NASDAQ
ASRT,"Assertio Holdings, Inc.","Assertio Holdings, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
ASRV,AmeriServ Financial Inc.,AmeriServ Financial Inc. - Common Stock,G,N,N,100.0,N,N,NASDAQ
ASST,Asset Entities Inc.,Asset Entities Inc. - Class B Common Stock,S,N,N,100.0,N,N,NASDAQ
ASTC,Astrotech Corporation,Astrotech Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
ASTE,"Astec Industries, Inc.","Astec Industries, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ASTH,Astrana Health Inc.,Astrana Health Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
ASTI,"Ascent Solar Technologies, Inc","Ascent Solar Technologies, Inc - Common Stock",S,N,N,100.0,N,N,NASDAQ
ASTL,Algoma Steel Group Inc.,Algoma Steel Group Inc. - Common Shares,G,N,N,100.0,N,N,NASDAQ
ASTLW,Algoma Steel Group Inc.,Algoma Steel Group Inc. - Warrant,G,N,N,100.0,N,N,NASDAQ
ASTS,"AST SpaceMobile, Inc.","AST SpaceMobile, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
ASUR,Asure Software Inc,Asure Software Inc - Common Stock,S,N,N,100.0,N,N,NASDAQ
ASYS,"Amtech Systems, Inc.","Amtech Systems, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ATAI,ATAI Life Sciences N.V.,ATAI Life Sciences N.V. - Common Shares,G,N,N,100.0,N,N,NASDAQ
ATAT,Atour Lifestyle Holdings Limited,Atour Lifestyle Holdings Limited - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
ATCOL,Atlas Corp.,Atlas Corp. - 7.125% Notes due 2027,G,N,N,100.0,N,N,NASDAQ
ATEC,"Alphatec Holdings, Inc.","Alphatec Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ATER,"Aterian, Inc.","Aterian, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
ATEX,Anterix Inc.,Anterix Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
ATGL,Alpha Technology Group Limited,Alpha Technology Group Limited - Class A Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
ATHA,"Athira Pharma, Inc.","Athira Pharma, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
ATHE,Alterity Therapeutics Limited,Alterity Therapeutics Limited - American Depositary Shares,S,N,N,100.0,N,N,NASDAQ
ATHR,"Aether Holdings, Inc.","Aether Holdings, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
ATII,Archimedes Tech SPAC Partners II Co.,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,G,N,N,100.0,N,N,NASDAQ
ATIIU,Archimedes Tech SPAC Partners II Co.,Archimedes Tech SPAC Partners II Co. - Unit,G,N,N,100.0,N,N,NASDAQ
ATIIW,Archimedes Tech SPAC Partners II Co.,Archimedes Tech SPAC Partners II Co. - Warrant,G,N,N,100.0,N,N,NASDAQ
ATLC,Atlanticus Holdings Corporation,Atlanticus Holdings Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
ATLCL,Atlanticus Holdings Corporation,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,G,N,N,100.0,N,N,NASDAQ
ATLCP,Atlanticus Holdings Corporation,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",Q,N,N,100.0,N,N,NASDAQ
ATLCZ,Atlanticus Holdings Corporation,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,G,N,N,100.0,N,N,NASDAQ
ATLN,Atlantic International Corp.,Atlantic International Corp. - Common Stock,G,N,N,100.0,N,N,NASDAQ
ATLO,Ames National Corporation,Ames National Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
ATLX,Atlas Lithium Corporation,Atlas Lithium Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
ATMC,AlphaTime Acquisition Corp,AlphaTime Acquisition Corp - Ordinary Shares,G,N,D,100.0,N,N,NASDAQ
ATMCR,AlphaTime Acquisition Corp,AlphaTime Acquisition Corp - Right,G,N,D,100.0,N,N,NASDAQ
ATMCU,AlphaTime Acquisition Corp,AlphaTime Acquisition Corp - Unit,G,N,D,100.0,N,N,NASDAQ
ATMCW,AlphaTime Acquisition Corp,AlphaTime Acquisition Corp - Warrant,G,N,D,100.0,N,N,NASDAQ
ATMV,AlphaVest Acquisition Corp,AlphaVest Acquisition Corp - Ordinary Shares,S,N,N,100.0,N,N,NASDAQ
ATMVR,AlphaVest Acquisition Corp,AlphaVest Acquisition Corp - Right,S,N,N,100.0,N,N,NASDAQ
ATMVU,AlphaVest Acquisition Corp,AlphaVest Acquisition Corp - Unit,S,N,N,100.0,N,N,NASDAQ
ATNF,180 Life Sciences Corp.,180 Life Sciences Corp. - Common Stock,S,N,N,100.0,N,N,NASDAQ
ATNFW,180 Life Sciences Corp.,180 Life Sciences Corp. - Warrant,S,N,N,100.0,N,N,NASDAQ
ATNI,"ATN International, Inc.","ATN International, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ATOM,Atomera Incorporated,Atomera Incorporated - Common Stock,S,N,N,100.0,N,N,NASDAQ
ATOS,"Atossa Therapeutics, Inc.","Atossa Therapeutics, Inc. - Common Stock",S,N,D,100.0,N,N,NASDAQ
ATPC,Agape ATP Corporation,Agape ATP Corporation - Common Stock,S,N,N,100.0,N,N,NASDAQ
ATRA,"Atara Biotherapeutics, Inc.","Atara Biotherapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
ATRC,"AtriCure, Inc.","AtriCure, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
ATRO,Astronics Corporation,Astronics Corporation - Common Stock,Q,N,N,100.0,N,N,NASDAQ
ATXG,Addentax Group Corp.,Addentax Group Corp. - Common Stock,S,N,D,100.0,N,N,NASDAQ
ATXS,"Astria Therapeutics, Inc.","Astria Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
ATYR,"aTyr Pharma, Inc.","aTyr Pharma, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
AUBN,"Auburn National Bancorporation, Inc.","Auburn National Bancorporation, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
AUDC,AudioCodes Ltd.,AudioCodes Ltd. - Ordinary Shares,Q,N,N,100.0,N,N,NASDAQ
AUID,authID Inc.,authID Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
AUMI,Themes Gold Miners ETF,Themes Gold Miners ETF,G,N,N,100.0,Y,N,NASDAQ
AUPH,Aurinia Pharmaceuticals Inc,Aurinia Pharmaceuticals Inc - Common Shares,G,N,N,100.0,N,N,NASDAQ
AUR,"Aurora Innovation, Inc. ","Aurora Innovation, Inc.  - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
AURA,"Aura Biosciences, Inc.","Aura Biosciences, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
AUROW,"Aurora Innovation, Inc. ","Aurora Innovation, Inc.  - Warrant",Q,N,N,100.0,N,N,NASDAQ
AUTL,Autolus Therapeutics plc,Autolus Therapeutics plc - American Depositary Shares,Q,N,N,100.0,N,N,NASDAQ
AUUD,Auddia Inc.,Auddia Inc. - Common Stock,S,N,N,100.0,N,N,NASDAQ
AUUDW,Auddia Inc.,Auddia Inc. - Warrants,S,N,N,100.0,N,N,NASDAQ
AVAH,Aveanna Healthcare Holdings Inc.,Aveanna Healthcare Holdings Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
AVAV,"AeroVironment, Inc.","AeroVironment, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AVBP,"ArriVent BioPharma, Inc.","ArriVent BioPharma, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
AVDL,Avadel Pharmaceuticals plc,Avadel Pharmaceuticals plc - Ordinary Share,G,N,N,100.0,N,N,NASDAQ
AVDX,"AvidXchange Holdings, Inc.","AvidXchange Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AVGB,Avantis Credit ETF,Avantis Credit ETF,G,N,N,100.0,Y,N,NASDAQ
AVGG,Leverage Shares 2X Long AVGO Daily ETF,Leverage Shares 2X Long AVGO Daily ETF,G,N,N,100.0,Y,N,NASDAQ
AVGO,Broadcom Inc.,Broadcom Inc. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
AVGX,Defiance Daily Target 2X Long AVGO ETF,Defiance Daily Target 2X Long AVGO ETF,G,N,N,100.0,Y,N,NASDAQ
AVIR,"Atea Pharmaceuticals, Inc.","Atea Pharmaceuticals, Inc. - common stock",Q,N,N,100.0,N,N,NASDAQ
AVL,Direxion Daily AVGO Bull 2X Shares,Direxion Daily AVGO Bull 2X Shares,G,N,N,100.0,Y,N,NASDAQ
AVNW,"Aviat Networks, Inc.","Aviat Networks, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AVO,"Mission Produce, Inc.","Mission Produce, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AVPT,"AvePoint, Inc.","AvePoint, Inc. - Class A Common Stock",Q,N,N,100.0,N,N,NASDAQ
AVPTW,"AvePoint, Inc.","AvePoint, Inc. - Warrant",Q,N,N,100.0,N,N,NASDAQ
AVR,Anteris Technologies Global Corp.,Anteris Technologies Global Corp. - Common Stock,G,N,N,100.0,N,N,NASDAQ
AVS,Direxion Daily AVGO Bear 1X Shares,Direxion Daily AVGO Bear 1X Shares,G,N,N,100.0,Y,N,NASDAQ
AVT,"Avnet, Inc.","Avnet, Inc. - Common Stock",Q,N,N,100.0,N,N,NASDAQ
AVTX,"Avalo Therapeutics, Inc.","Avalo Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
AVUQ,Avantis U.S. Quality ETF,Avantis U.S. Quality ETF,G,N,N,100.0,Y,N,NASDAQ
AVXC,Avantis Emerging Markets ex-China Equity ETF,Avantis Emerging Markets ex-China Equity ETF,G,N,N,100.0,Y,N,NASDAQ
AVXL,Anavex Life Sciences Corp.,Anavex Life Sciences Corp. - Common Stock,Q,N,N,100.0,N,N,NASDAQ
AWRE,"Aware, Inc.","Aware, Inc. - Common Stock",G,N,N,100.0,N,N,NASDAQ
AXGN,"Axogen, Inc.","Axogen, Inc. - Common Stock",S,N,N,100.0,N,N,NASDAQ
AXINU,Axiom Intelligence Acquisition Corp 1,Axiom Intelligence Acquisition Corp 1 - Units,G,N,N,100.0,N,N,NASDAQ
